YEAR;MONTH;DAY;HOUR;TH;RAIN;RADIATION;WIND;RH
2018;8;4;4;23.5;0;2;1;79
2018;8;4;5;25.7;0;30;1;71
2018;8;4;6;27.6;0;87;2;66
2018;8;4;7;29.4;0;154;3;59
2018;8;4;8;30.8;0;215;5;54
2018;8;4;9;33.6;0;263;5;46
2018;8;4;10;34.8;0;297;5;39
2018;8;4;11;36;0;308;5;36
2018;8;4;12;37.1;0;303;5;34
2018;8;4;13;38.1;0;280;6;32
2018;8;4;14;39;0;247;8;23
2018;8;4;15;35.7;0;195;10;43
2018;8;4;16;33.2;0;133;12;47
2018;8;4;17;32.4;0;66;9;45
2018;8;4;18;30.7;0;18;4;53
2018;8;4;19;29.5;0;0;2;56
2018;8;4;20;28.5;0;0;3;60
2018;8;4;21;28.1;0;0;5;58
2018;8;4;22;26.9;0;0;3;63
2018;8;4;23;25.4;0;0;2;69
2018;8;5;0;25.2;0;0;2;70
2018;8;5;1;24.6;0;0;4;72
2018;8;5;2;25.2;0;0;2;69
2018;8;5;3;24.3;0;0;3;72
2018;8;5;4;23;0;2;0;77
2018;8;5;5;26.8;0;31;1;64
2018;8;5;6;27.8;0;91;3;60
2018;8;5;7;29.2;0;153;5;57
2018;8;5;8;31.6;0;212;5;48
2018;8;5;9;33.7;0;259;5;41
2018;8;5;10;34.2;0;291;5;40
2018;8;5;11;35.5;0;303;6;38
2018;8;5;12;36.4;0;303;6;36
2018;8;5;13;37.2;0;280;7;35
2018;8;5;14;37.2;0;260;7;34
2018;8;5;15;31.4;0;141;10;44
2018;8;5;16;30.4;0;41;9;45
2018;8;5;17;28.3;0;16;7;52
2018;8;5;18;28.1;0;3;6;53
2018;8;5;19;26.7;0;0;6;60
2018;8;5;20;26.2;0;0;4;62
2018;8;5;21;24.7;0;0;4;72
2018;8;5;22;24.9;0;0;3;67
2018;8;5;23;23.6;0;0;2;76
2018;8;6;0;22.9;0;0;2;79
2018;8;6;1;23.3;0;0;3;78
2018;8;6;2;23.1;0;0;2;72
2018;8;6;3;22.5;0;0;2;74
2018;8;6;4;22.2;0;2;2;72
2018;8;6;5;23.4;0;33;2;69
2018;8;6;6;25.8;0;71;3;66
2018;8;6;7;27.5;0;158;3;60
2018;8;6;8;30.6;0;215;4;48
2018;8;6;9;32.5;0;263;4;40
2018;8;6;10;34;0;298;6;35
2018;8;6;11;35.3;0;310;6;34
2018;8;6;12;35.8;0;304;7;35
2018;8;6;13;35.5;0;273;10;35
2018;8;6;14;35.4;0;246;9;35
2018;8;6;15;34.7;0;191;9;36
2018;8;6;16;32.7;0;125;10;43
2018;8;6;17;31.6;0;53;8;48
2018;8;6;18;29.5;0;9;3;50
2018;8;6;19;28;0;0;3;56
2018;8;6;20;26.5;0;0;2;66
2018;8;6;21;26;0;0;2;68
2018;8;6;22;24.7;0;0;1;72
2018;8;6;23;23.6;0;0;1;76
2018;8;7;0;23;0;0;1;78
2018;8;7;1;22.3;0;0;1;81
2018;8;7;2;21.9;0;0;0;82
2018;8;7;3;21.3;0;0;2;82
2018;8;7;4;22.4;0;2;1;77
2018;8;7;5;25.1;0;33;2;67
2018;8;7;6;26.9;0;93;4;60
2018;8;7;7;28.5;0;158;3;54
2018;8;7;8;30;0;218;5;49
2018;8;7;9;32.2;0;266;5;45
2018;8;7;10;33.2;0;298;7;41
2018;8;7;11;33.2;0;226;7;46
2018;8;7;12;33.7;0;277;9;41
2018;8;7;13;33.4;0;275;9;46
2018;8;7;14;32.9;0;241;11;46
2018;8;7;15;32.5;0;187;10;45
2018;8;7;16;31.8;0;123;10;46
2018;8;7;17;29.5;0;50;9;60
2018;8;7;18;27.7;0;5;8;71
2018;8;7;19;27;0;0;5;76
2018;8;7;20;26.2;0;0;3;79
2018;8;7;21;25.8;0;0;3;81
2018;8;7;22;25.2;0;0;3;83
2018;8;7;23;25.1;0;0;1;82
2018;8;8;0;24.6;0;0;3;81
2018;8;8;1;24;0;0;4;82
2018;8;8;2;22.9;0;0;2;85
2018;8;8;3;23.1;0;0;1;83
2018;8;8;4;23.1;0;2;3;80
2018;8;8;5;24.1;0;18;3;73
2018;8;8;6;25.2;0;61;4;68
2018;8;8;7;27.6;0;142;6;62
2018;8;8;8;29;0;216;9;63
2018;8;8;9;29.6;0;243;12;60
2018;8;8;10;31.4;0;251;9;55
2018;8;8;11;31;0;203;9;54
2018;8;8;12;32.9;0;255;11;46
2018;8;8;13;31.6;0;216;11;49
2018;8;8;14;32.8;0;252;11;43
2018;8;8;15;31.7;0;181;10;49
2018;8;8;16;30.5;0;118;10;55
2018;8;8;17;29;0;49;9;59
2018;8;8;18;27.7;0;8;6;66
2018;8;8;19;26.8;0;0;3;73
2018;8;8;20;26;0;0;3;76
2018;8;8;21;25.6;0;0;3;78
2018;8;8;22;25.3;0;0;3;79
2018;8;8;23;25.1;0;0;3;80
2018;8;9;0;24.9;0;0;4;79
2018;8;9;1;24.7;0;0;5;78
2018;8;9;2;24;0;0;4;77
2018;8;9;3;23.6;0;0;4;79
2018;8;9;4;23.8;0;1;5;77
2018;8;9;5;25.2;0;15;7;73
2018;8;9;6;24.1;1;28;9;82
2018;8;9;7;26.9;0;103;9;71
2018;8;9;8;21.5;0;77;10;79
2018;8;9;9;20;5.5;37;14;86
2018;8;9;10;21.3;0;133;12;85
2018;8;9;11;19.4;68.5;5;6;89
2018;8;9;12;19.6;7;24;18;87
2018;8;9;13;20.6;0;34;6;86
2018;8;9;14;20;2.5;28;7;89
2018;8;9;15;20.1;5.5;38;7;88
2018;8;9;16;20.1;0;34;6;89
2018;8;9;17;20.1;0;17;8;87
2018;8;9;18;20.1;0;2;7;88
2018;8;9;19;20.3;0;0;5;88
2018;8;9;20;20.2;0;0;4;87
2018;8;9;21;20.1;0;0;4;89
2018;8;9;22;20.2;0;0;4;89
2018;8;9;23;19.6;0;0;3;90
2018;8;10;0;19.5;0;0;6;88
2018;8;10;1;19.3;0;0;6;88
2018;8;10;2;19.2;0;0;7;87
2018;8;10;3;18.7;0;0;8;85
2018;8;10;4;18.3;0;1;7;85
2018;8;10;5;19.1;0;30;10;81
2018;8;10;6;20.5;0;95;10;75
2018;8;10;7;22.1;0;162;14;65
2018;8;10;8;24.3;0;223;15;57
2018;8;10;9;25.7;0;251;14;50
2018;8;10;10;26.5;0;305;13;45
2018;8;10;11;27.9;0;322;13;36
2018;8;10;12;28.5;0;314;12;35
2018;8;10;13;29.4;0;289;9;36
2018;8;10;14;28.8;0;246;8;35
2018;8;10;15;29.3;0;192;9;34
2018;8;10;16;28.5;0;127;9;35
2018;8;10;17;27.8;0;56;6;38
2018;8;10;18;25.3;0;7;3;44
2018;8;10;19;24.1;0;0;4;47
2018;8;10;20;22.1;0;0;2;54
2018;8;10;21;19.5;0;0;0;71
2018;8;10;22;18;0;0;1;78
2018;8;10;23;18.1;0;0;0;74
2018;8;11;0;20;0;0;4;60
2018;8;11;1;19.5;0;0;5;62
2018;8;11;2;19;0;0;7;64
2018;8;11;3;18.8;0;0;7;64
2018;8;11;4;18.6;0;1;7;63
2018;8;11;5;19.6;0;35;9;58
2018;8;11;6;20.9;0;102;10;52
2018;8;11;7;22.7;0;171;13;47
2018;8;11;8;24.7;0;232;16;41
2018;8;11;9;26.1;0;279;15;37
2018;8;11;10;27.1;0;314;16;37
2018;8;11;11;27.9;0;327;14;36
2018;8;11;12;28;0;322;14;34
2018;8;11;13;27;0;240;12;38
2018;8;11;14;29.5;0;242;10;32
2018;8;11;15;29.6;0;198;13;30
2018;8;11;16;29.2;0;130;13;31
2018;8;11;17;28.2;0;56;10;34
2018;8;11;18;25.8;0;7;8;39
2018;8;11;19;24.8;0;0;6;40
2018;8;11;20;23.6;0;0;5;45
2018;8;11;21;23.1;0;0;7;47
2018;8;11;22;22.2;0;0;7;51
2018;8;11;23;21.1;0;0;5;55
2018;8;12;0;18.7;0;0;3;65
2018;8;12;1;16.9;0;0;1;75
2018;8;12;2;16.3;0;0;1;76
2018;8;12;3;15.5;0;0;1;80
2018;8;12;4;17.1;0;1;4;71
2018;8;12;5;19.1;0;33;2;66
2018;8;12;6;21;0;97;3;59
2018;8;12;7;22.1;0;162;5;57
2018;8;12;8;24.6;0;222;5;51
2018;8;12;9;27.5;0;268;4;46
2018;8;12;10;30.1;0;299;4;36
2018;8;12;11;31;0;312;5;38
2018;8;12;12;32.3;0;306;7;34
2018;8;12;13;31.9;0;283;9;37
2018;8;12;14;31.2;0;243;10;37
2018;8;12;15;30.8;0;187;9;40
2018;8;12;16;29;0;119;10;56
2018;8;12;17;27.2;0;29;6;67
2018;8;12;18;26.2;0;4;5;72
2018;8;12;19;25.6;0;0;4;78
2018;8;12;20;25.3;0;0;5;80
2018;8;12;21;24.8;0;0;2;82
2018;8;12;22;24.6;0;0;4;83
2018;8;12;23;19.6;3;0;7;85
2018;8;13;0;19.6;0;0;7;85
2018;8;13;1;19.5;0;0;3;88
2018;8;13;2;19.9;0.5;1;7;85
2018;8;13;3;19.7;1;0;6;89
2018;8;13;4;19.6;0;0;3;89
2018;8;13;5;19.8;0;6;3;88
2018;8;13;6;20.5;0;32;3;86
2018;8;13;7;22.3;0;99;4;79
2018;8;13;8;24.1;0;198;5;68
2018;8;13;9;25.6;0;249;7;64
2018;8;13;10;26.5;0;264;5;61
2018;8;13;11;27.5;0;314;8;57
2018;8;13;12;28.2;0;296;6;55
2018;8;13;13;29.5;0;267;7;54
2018;8;13;14;28.5;0;167;7;60
2018;8;13;15;28;0;165;7;60
2018;8;13;16;26;0;20;5;68
2018;8;13;17;22.8;0.5;2;6;82
2018;8;13;18;21.8;0;6;3;86
2018;8;13;19;21;0;0;2;88
2018;8;13;20;20.7;0;0;2;89
2018;8;13;21;20;0;0;2;90
2018;8;13;22;19.8;0;0;2;90
2018;8;13;23;19.3;0;0;1;91
2018;8;14;0;18.9;0;0;2;89
2018;8;14;1;18.5;0;0;2;89
2018;8;14;2;18.3;0;0;0;91
2018;8;14;3;19.5;0;0;3;84
2018;8;14;4;19.5;0;1;3;81
2018;8;14;5;21.1;0;36;3;75
2018;8;14;6;22.4;0;98;7;71
2018;8;14;7;23.4;0;163;10;68
2018;8;14;8;24.5;0;220;11;62
2018;8;14;9;25.4;0;267;13;57
2018;8;14;10;26.4;0;305;14;51
2018;8;14;11;26.9;0;319;19;49
2018;8;14;12;27.6;0;313;18;46
2018;8;14;13;27.8;0;288;20;43
2018;8;14;14;27.9;0;247;20;44
2018;8;14;15;27.6;0;189;23;44
2018;8;14;16;27.1;0;124;23;43
2018;8;14;17;26.3;0;53;22;48
2018;8;14;18;25.5;0;6;21;49
2018;8;14;19;24.8;0;0;17;52
2018;8;14;20;24.3;0;0;19;52
2018;8;14;21;23.7;0;0;17;52
2018;8;14;22;23.2;0;0;19;53
2018;8;14;23;22.7;0;0;19;55
2018;8;15;0;22.1;0;0;18;57
2018;8;15;1;21.8;0;0;16;58
2018;8;15;2;21.4;0;0;15;60
2018;8;15;3;21.1;0;0;14;61
2018;8;15;4;20.8;0;0;14;63
2018;8;15;5;21.5;0;31;15;62
2018;8;15;6;22.6;0;96;15;59
2018;8;15;7;23.9;0;163;15;57
2018;8;15;8;25.4;0;222;14;53
2018;8;15;9;26.5;0;270;15;49
2018;8;15;10;27.5;0;303;16;46
2018;8;15;11;28.8;0;316;12;46
2018;8;15;12;29.1;0;310;11;42
2018;8;15;13;30;0;285;11;41
2018;8;15;14;30.4;0;243;9;40
2018;8;15;15;30.3;0;187;8;40
2018;8;15;16;29.5;0;122;8;43
2018;8;15;17;28.5;0;52;5;46
2018;8;15;18;25.9;0;4;3;51
2018;8;15;19;25.1;0;0;1;53
2018;8;15;20;24.1;0;0;5;55
2018;8;15;21;22.3;0;0;2;62
2018;8;15;22;22;0;0;2;64
2018;8;15;23;19.4;0;0;1;76
2018;8;16;0;18.5;0;0;1;81
2018;8;16;1;17.5;0;0;0;84
2018;8;16;2;17.3;0;0;0;86
2018;8;16;3;16.8;0;0;1;88
2018;8;16;4;16.9;0;1;0;88
2018;8;16;5;20.7;0;28;1;78
2018;8;16;6;22.2;0;90;3;71
2018;8;16;7;24.1;0;157;5;65
2018;8;16;8;26.7;0;217;4;58
2018;8;16;9;28.9;0;264;4;51
2018;8;16;10;30.3;0;297;7;43
2018;8;16;11;30.9;0;311;8;39
2018;8;16;12;31.3;0;304;9;38
2018;8;16;13;31.4;0;283;8;38
2018;8;16;14;31;0;240;9;38
2018;8;16;15;30.8;0;180;8;39
2018;8;16;16;29.7;0;120;6;43
2018;8;16;17;27.9;0;44;4;47
2018;8;16;18;25.3;0;3;2;54
2018;8;16;19;22.2;0;0;1;69
2018;8;16;20;20.8;0;0;1;77
2018;8;16;21;19.9;0;0;0;80
2018;8;16;22;19.5;0;0;0;82
2018;8;16;23;19.3;0;0;2;82
2018;8;17;0;19.3;0;0;2;80
2018;8;17;1;17.6;0;0;1;86
2018;8;17;2;17;0;0;1;88
2018;8;17;3;17.4;0;0;2;87
2018;8;17;4;16.6;0;1;1;88
2018;8;17;5;19.5;0;30;2;76
2018;8;17;6;21.4;0;87;2;71
2018;8;17;7;23;0;150;3;66
2018;8;17;8;25.8;0;216;3;59
2018;8;17;9;26.8;0;262;4;52
2018;8;17;10;28.1;0;294;6;48
2018;8;17;11;29.3;0;306;5;50
2018;8;17;12;30.2;0;300;6;51
2018;8;17;13;20.8;1.5;88;11;82
2018;8;17;14;21;4.5;15;7;81
2018;8;17;15;22.1;1;54;7;82
2018;8;17;16;23.3;0;67;5;79
2018;8;17;17;22.7;0;23;4;79
2018;8;17;18;22.6;0;2;4;77
2018;8;17;19;23.3;0;0;8;72
2018;8;17;20;23.4;0;0;12;68
2018;8;17;21;23.1;0;0;13;69
2018;8;17;22;23;0;0;12;69
2018;8;17;23;22.7;0;0;14;68
2018;8;18;0;22.3;0;0;14;69
2018;8;18;1;22;0;0;12;70
2018;8;18;2;21.6;0;0;13;70
2018;8;18;3;21.3;0;0;12;71
2018;8;18;4;21.1;0;0;13;70
2018;8;18;5;21.6;0;28;11;69
2018;8;18;6;22.4;0;88;13;66
2018;8;18;7;23.8;0;147;13;63
2018;8;18;8;25;0;217;14;59
2018;8;18;9;26.2;0;230;11;58
2018;8;18;10;26.5;0;195;11;55
2018;8;18;11;28.2;0;264;12;52
2018;8;18;12;29.3;0;275;12;49
2018;8;18;13;29.3;0;244;12;48
2018;8;18;14;29;0;181;12;48
2018;8;18;15;28.7;0;127;12;48
2018;8;18;16;27.9;0;69;10;49
2018;8;18;17;27.1;0;29;7;51
2018;8;18;18;26.3;0;6;5;52
2018;8;18;19;25.9;0;0;9;51
2018;8;18;20;24.9;0;0;8;53
2018;8;18;21;24.1;0;0;4;54
2018;8;18;22;21.8;0;0;3;66
2018;8;18;23;22.1;0;0;2;61
2018;8;19;0;21.5;0;0;2;60
2018;8;19;1;21.3;0;0;5;58
2018;8;19;2;21;0;0;2;57
2018;8;19;3;22;0;0;5;53
2018;8;19;4;21.2;0;0;9;56
2018;8;19;5;21.7;0;25;7;56
2018;8;19;6;22.9;0;85;10;54
2018;8;19;7;24.2;0;150;12;51
2018;8;19;8;25.5;0;212;13;51
2018;8;19;9;27.2;0;259;12;49
2018;8;19;10;28.6;0;292;12;47
2018;8;19;11;29.9;0;305;9;46
2018;8;19;12;30.8;0;299;9;42
2018;8;19;13;31;0;275;8;41
2018;8;19;14;31.5;0;235;8;44
2018;8;19;15;30.9;0;182;9;42
2018;8;19;16;30.5;0;115;8;42
2018;8;19;17;29.1;0;44;9;43
2018;8;19;18;27.4;0;3;6;47
2018;8;19;19;26.8;0;0;6;48
2018;8;19;20;26.5;0;0;6;47
2018;8;19;21;25.7;0;0;10;47
2018;8;19;22;25.1;0;0;11;48
2018;8;19;23;24.6;0;0;9;49
2018;8;20;0;23.7;0;0;8;50
2018;8;20;1;23.3;0;0;8;49
2018;8;20;2;22.9;0;0;8;51
2018;8;20;3;21.8;0;0;5;55
2018;8;20;4;21.1;0;0;2;58
2018;8;20;5;23.1;0;25;3;53
2018;8;20;6;24.5;0;84;10;49
2018;8;20;7;26;0;150;13;48
2018;8;20;8;27.2;0;210;11;48
2018;8;20;9;28.9;0;257;12;48
2018;8;20;10;30.2;0;289;11;44
2018;8;20;11;31;0;303;14;41
2018;8;20;12;32.1;0;297;12;40
2018;8;20;13;31.9;0;265;9;40
2018;8;20;14;31.6;0;159;9;39
2018;8;20;15;29.9;0;37;9;41
2018;8;20;16;29.6;0;7;8;38
2018;8;20;17;26.2;0;16;6;61
2018;8;20;18;24.5;0;3;3;70
2018;8;20;19;22.8;0;0;2;75
2018;8;20;20;22.3;0;0;2;78
2018;8;20;21;21.8;0;0;1;78
2018;8;20;22;21.8;0;0;2;76
2018;8;20;23;20.5;0;0;1;83
2018;8;21;0;19.9;0;0;0;85
2018;8;21;1;19.3;0;0;1;85
2018;8;21;2;19.5;0;0;1;85
2018;8;21;3;20;0;0;1;82
2018;8;21;4;19.4;0;0;3;83
2018;8;21;5;22.6;0;24;2;73
2018;8;21;6;23.9;0;81;7;68
2018;8;21;7;25.7;0;148;8;62
2018;8;21;8;27.3;0;208;9;58
2018;8;21;9;28.9;0;255;9;51
2018;8;21;10;30.9;0;287;7;49
2018;8;21;11;32;0;300;6;46
2018;8;21;12;32.7;0;292;5;40
2018;8;21;13;32.8;0;267;7;41
2018;8;21;14;33.2;0;226;7;39
2018;8;21;15;32.8;0;168;6;38
2018;8;21;16;32.2;0;90;4;40
2018;8;21;17;31.7;0;40;3;44
2018;8;21;18;28.2;0;9;3;53
2018;8;21;19;26.4;0;0;5;57
2018;8;21;20;25.3;0;0;4;60
2018;8;21;21;25.3;0;0;4;60
2018;8;21;22;24.5;0;0;4;65
2018;8;21;23;24.1;0;0;4;66
2018;8;22;0;23.8;0;0;3;66
2018;8;22;1;22.7;0;0;2;70
2018;8;22;2;21.6;0;0;3;75
2018;8;22;3;21.1;0;0;1;77
2018;8;22;4;20.5;0;0;1;81
2018;8;22;5;22.5;0;22;2;73
2018;8;22;6;24.6;0;75;3;68
2018;8;22;7;24.8;0;72;2;68
2018;8;22;8;25.6;0;119;4;67
2018;8;22;9;27.8;0;258;5;60
2018;8;22;10;27.4;0;170;6;60
2018;8;22;11;30.8;0;266;4;54
2018;8;22;12;28.7;0;83;6;58
2018;8;22;13;28.8;0;64;4;61
2018;8;22;14;28.7;0;89;7;53
2018;8;22;15;29.1;0;146;7;52
2018;8;22;16;27.9;0;40;5;55
2018;8;22;17;26.7;0;22;3;54
2018;8;22;18;24.6;0;5;2;66
2018;8;22;19;24.6;0;0;2;67
2018;8;22;20;22.5;0;0;2;77
2018;8;22;21;21.8;0;0;2;79
2018;8;22;22;22.2;0;0;2;75
2018;8;22;23;21.2;0;0;2;77
2018;8;23;0;19.8;0;0;2;83
2018;8;23;1;19.8;0;0;1;80
2018;8;23;2;19.1;0;0;1;84
2018;8;23;3;18.1;0;0;1;85
2018;8;23;4;17.7;0;1;0;86
2018;8;23;5;21.3;0;26;2;74
2018;8;23;6;23.1;0;91;3;67
2018;8;23;7;23.5;0;132;3;68
2018;8;23;8;24.3;0;88;3;69
2018;8;23;9;25.7;0;187;4;67
2018;8;23;10;27;0;281;6;63
2018;8;23;11;28.2;0;264;6;58
2018;8;23;12;29.6;0;246;6;52
2018;8;23;13;29.6;0;203;6;48
2018;8;23;14;31.4;0;222;4;42
2018;8;23;15;32.1;0;164;4;39
2018;8;23;16;32.4;0;101;3;40
2018;8;23;17;29.1;0;29;3;54
2018;8;23;18;27.3;0;1;4;58
2018;8;23;19;25.7;0;0;1;64
2018;8;23;20;25.5;0;0;3;63
2018;8;23;21;24.4;0;0;2;61
2018;8;23;22;23.5;0;0;5;65
2018;8;23;23;22.4;0;0;3;68
2018;8;24;0;19.9;0;0;1;79
2018;8;24;1;19.5;0;0;1;80
2018;8;24;2;20;0;0;1;78
2018;8;24;3;20.5;0;0;2;76
2018;8;24;4;22;0;1;2;71
2018;8;24;5;22.8;0;16;6;68
2018;8;24;6;24.2;0;75;11;63
2018;8;24;7;25.3;0;146;15;59
2018;8;24;8;26;0;201;16;57
2018;8;24;9;26.9;0;248;14;54
2018;8;24;10;27.8;0;271;12;51
2018;8;24;11;28.1;0;281;13;49
2018;8;24;12;27.9;0;258;12;48
2018;8;24;13;28.6;0;249;13;45
2018;8;24;14;27.1;0;175;13;48
2018;8;24;15;27;0;81;10;48
2018;8;24;16;26.4;0;61;12;49
2018;8;24;17;25.3;0;21;8;52
2018;8;24;18;24.7;0;1;6;54
2018;8;24;19;24.1;0;0;11;56
2018;8;24;20;23.3;0;0;15;56
2018;8;24;21;22.5;0;0;16;57
2018;8;24;22;21.7;0;0;16;52
2018;8;24;23;21.1;0;0;14;54
2018;8;25;0;20.6;0;0;15;55
2018;8;25;1;20;0;0;10;54
2018;8;25;2;19.5;0;0;8;54
2018;8;25;3;19.3;0;0;7;52
2018;8;25;4;19.4;0;0;10;50
2018;8;25;5;19.2;0;12;10;51
2018;8;25;6;19.5;0;75;11;51
2018;8;25;7;19.9;0;105;13;51
2018;8;25;8;22.1;0;189;17;42
2018;8;25;9;22.6;0;239;20;41
2018;8;25;10;21.8;0;168;22;42
2018;8;25;11;21.7;0;121;18;42
2018;8;25;12;22.8;0;191;19;42
2018;8;25;13;20.8;0;169;17;53
2018;8;25;14;20.2;0;99;12;57
2018;8;25;15;21;0;76;9;49
2018;8;25;16;21.6;0;96;13;45
2018;8;25;17;20.2;0;28;13;49
2018;8;25;18;19.3;0;2;8;52
2018;8;25;19;19.1;0;0;7;52
2018;8;25;20;18.7;0;0;12;53
2018;8;25;21;18.3;0;0;13;54
2018;8;25;22;17.8;0;0;14;58
2018;8;25;23;17.2;0;0;11;60
2018;8;26;0;16.7;0;0;9;61
2018;8;26;1;16.4;0;0;10;60
2018;8;26;2;15.8;0;0;9;62
2018;8;26;3;15.4;0;0;8;61
2018;8;26;4;14.8;0;0;8;63
2018;8;26;5;14.9;0;12;11;63
2018;8;26;6;16.2;0;86;12;60
2018;8;26;7;17.7;0;153;13;56
2018;8;26;8;19.3;0;209;15;49
2018;8;26;9;21;0;258;19;43
2018;8;26;10;21.8;0;302;17;37
2018;8;26;11;22.8;0;313;14;33
2018;8;26;12;23.4;0;306;14;31
2018;8;26;13;24.4;0;280;16;25
2018;8;26;14;24.6;0;232;16;24
2018;8;26;15;24.8;0;179;16;24
2018;8;26;16;24.4;0;109;14;24
2018;8;26;17;22.8;0;37;12;27
2018;8;26;18;21.5;0;1;7;31
2018;8;26;19;21.1;0;0;8;33
2018;8;26;20;19.9;0;0;8;36
2018;8;26;21;19.1;0;0;5;39
2018;8;26;22;17.9;0;0;2;45
2018;8;26;23;16.3;0;0;2;51
2018;8;27;0;17.4;0;0;3;46
2018;8;27;1;14.7;0;0;3;59
2018;8;27;2;12.9;0;0;2;67
2018;8;27;3;13;0;0;2;66
2018;8;27;4;13.2;0;0;2;65
2018;8;27;5;15.9;0;22;2;57
2018;8;27;6;17.4;0;83;4;56
2018;8;27;7;19.1;0;150;6;53
2018;8;27;8;21.7;0;211;5;48
2018;8;27;9;24;0;260;6;38
2018;8;27;10;26;0;292;7;31
2018;8;27;11;27.4;0;305;6;28
2018;8;27;12;28.4;0;297;7;21
2018;8;27;13;29.3;0;270;6;21
2018;8;27;14;30.2;0;226;5;25
2018;8;27;15;30.1;0;168;7;31
2018;8;27;16;29.9;0;101;6;34
2018;8;27;17;28;0;32;4;39
2018;8;27;18;25;0;1;1;49
2018;8;27;19;23.7;0;0;4;45
2018;8;27;20;20.8;0;0;2;56
2018;8;27;21;19.7;0;0;1;61
2018;8;27;22;18;0;0;0;67
2018;8;27;23;17.6;0;0;1;70
2018;8;28;0;16.4;0;0;0;74
2018;8;28;1;16.1;0;0;1;75
2018;8;28;2;15.8;0;0;1;76
2018;8;28;3;15.7;0;0;1;77
2018;8;28;4;16.6;0;0;2;73
2018;8;28;5;19.3;0;20;0;64
2018;8;28;6;21.8;0;80;2;57
2018;8;28;7;23.6;0;146;4;53
2018;8;28;8;25.3;0;205;3;49
2018;8;28;9;27.1;0;253;4;49
2018;8;28;10;28.7;0;283;5;46
2018;8;28;11;29.8;0;295;5;42
2018;8;28;12;30.7;0;288;6;39
2018;8;28;13;31;0;260;7;40
2018;8;28;14;29.8;0;196;9;39
2018;8;28;15;29.3;0;167;9;43
2018;8;28;16;28;0;97;7;49
2018;8;28;17;25.5;0;26;5;56
2018;8;28;18;23.9;0;1;4;64
2018;8;28;19;22.4;0;0;2;76
2018;8;28;20;21.1;0;0;2;83
2018;8;28;21;20.9;0;0;2;86
2018;8;28;22;20.8;0;0;2;86
2018;8;28;23;20;0;0;1;87
2018;8;29;0;20.3;0;0;3;88
2018;8;29;1;20.1;0;0;3;87
2018;8;29;2;19.2;0;0;3;86
2018;8;29;3;19.1;0;0;2;85
2018;8;29;4;19.5;0;0;2;82
2018;8;29;5;19.6;0;13;2;84
2018;8;29;6;22.5;0;70;3;69
2018;8;29;7;23.5;0;136;4;70
2018;8;29;8;25.9;0;194;3;64
2018;8;29;9;27.1;0;243;5;61
2018;8;29;10;28.2;0;267;6;57
2018;8;29;11;28;0;229;6;59
2018;8;29;12;30.5;0;266;5;52
2018;8;29;13;29.6;0;211;5;52
2018;8;29;14;26.1;0;22;4;72
2018;8;29;15;25.3;0;65;6;69
2018;8;29;16;27;0;94;5;61
2018;8;29;17;25.4;0;29;3;62
2018;8;29;18;23;0;1;2;76
2018;8;29;19;21.4;0;0;1;82
2018;8;29;20;20.5;0;0;0;81
2018;8;29;21;22.6;0;0;2;61
2018;8;29;22;23.9;0;0;4;56
2018;8;29;23;23.6;0;0;12;60
2018;8;30;0;22.6;0;0;15;64
2018;8;30;1;21.6;0;0;16;66
2018;8;30;2;20.9;0;0;16;65
2018;8;30;3;20.2;0;0;15;63
2018;8;30;4;19.6;0;0;16;62
2018;8;30;5;19.6;0;17;18;60
2018;8;30;6;20.2;0;67;19;55
2018;8;30;7;20.7;0;134;18;52
2018;8;30;8;21.6;0;196;18;48
2018;8;30;9;22.6;0;249;18;47
2018;8;30;10;22.7;0;258;20;45
2018;8;30;11;23.5;0;280;17;45
2018;8;30;12;24.1;0;251;14;40
2018;8;30;13;24.2;0;223;16;39
2018;8;30;14;23.4;0;148;16;39
2018;8;30;15;23.1;0;91;18;42
2018;8;30;16;22.3;0;56;17;44
2018;8;30;17;21.4;0;27;18;45
2018;8;30;18;20.8;0;1;17;46
2018;8;30;19;20;0;0;13;49
2018;8;30;20;19.4;0;0;9;52
2018;8;30;21;18.6;0;0;7;55
2018;8;30;22;18.6;0;0;5;57
2018;8;30;23;19.3;0;0;9;57
2018;8;31;0;19.4;0;0;11;57
2018;8;31;1;19.4;0;0;10;58
2018;8;31;2;19.6;0;0;8;58
2018;8;31;3;19.5;0;0;10;59
2018;8;31;4;19.2;0;0;9;59
2018;8;31;5;19.6;0;10;7;58
2018;8;31;6;20.8;0;78;9;55
2018;8;31;7;21.5;0;142;13;56
2018;8;31;8;23.3;0;202;12;51
2018;8;31;9;24;0;250;16;49
2018;8;31;10;25;0;283;17;43
2018;8;31;11;26.2;0;296;14;40
2018;8;31;12;26.5;0;288;13;37
2018;8;31;13;27;0;263;17;36
2018;8;31;14;26.9;0;215;17;34
2018;8;31;15;26.5;0;158;16;33
2018;8;31;16;25.8;0;95;16;35
2018;8;31;17;24.1;0;26;12;39
2018;8;31;18;23.1;0;1;12;41
2018;8;31;19;22.1;0;0;14;45
2018;8;31;20;21;0;0;13;51
2018;8;31;21;20.3;0;0;12;55
2018;8;31;22;19.6;0;0;13;56
2018;8;31;23;18.9;0;0;12;58
2018;9;1;0;18.6;0;0;16;55
2018;9;1;1;17.9;0;0;15;57
