Year	Month	Day	Tmin	Tmax	Radiation	Rain	Humidity	Wind	UN	UX	-CO2	ETPP
2015	9	29	6.4	18.6	1627	0	61	2.8	40	82	-999	2.6
2015	9	30	6.5	18.7	1605	0	65.5	2.7	48	83	-999	2.4
2015	10	1	5.5	16	1111	0	67	2.9	52	82	-999	2
2015	10	2	6.9	19.5	1366	0	68	1.8	43	93	-999	2.1
2015	10	3	8.9	19.2	906	8	78.5	2.1	59	98	-999	1.5
2015	10	4	8.3	17.9	1401	0.5	78	2.1	57	99	-999	1.7
2015	10	5	12.1	19.5	796	10	86	2.4	73	99	-999	1.3
2015	10	6	13	21.2	719	15	90.5	2.6	81	100	-999	1.3
2015	10	7	12.1	17.5	628	0	76.5	2	58	95	-999	1.5
2015	10	8	9.8	15.7	709	0	76	1.4	54	98	-999	1.2
2015	10	9	6.1	17.7	1304	0	79	2.5	60	98	-999	1.5
2015	10	10	7.9	16.1	643	0	84.5	2.7	71	98	-999	1.1
2015	10	11	7.6	17.2	1037	0.5	82	2.2	65	99	-999	1.4
2015	10	12	6.1	15.8	702	0	86.5	1.1	73	100	-999	0.9
2015	10	13	6.5	12.2	730	0	77	2.6	55	99	-999	1.3
2015	10	14	1	5.9	202	1	90.5	2.5	82	99	-999	0.3
2015	10	15	0.1	6.3	270	3.5	95	1.4	90	100	-999	0.2
2015	10	16	3.6	8.5	443	0	85.5	0.8	71	100	-999	0.6
2015	10	17	4.5	10.6	644	0	84.5	1.3	70	99	-999	0.7
2015	10	18	4.4	11.8	815	0	89	1.8	78	100	-999	0.7
2015	10	19	2.7	13.8	1228	0	73.5	2.8	49	98	-999	1.2
2015	10	20	3.8	13.5	1095	0	76	3.4	57	95	-999	1.2
2015	10	21	6.1	13.5	549	0.5	81	1.8	65	97	-999	0.8
2015	10	22	5.3	11.7	372	1	97	1.5	94	100	-999	0.3
2015	10	23	8.9	15.7	708	0	83	1.1	66	100	-999	0.8
2015	10	24	4.9	15.9	766	0	85	1	70	100	-999	0.6
2015	10	25	9.3	17.7	755	0	82.5	1.5	66	99	-999	0.9
2015	10	26	6.4	17	632	0	88	0.9	76	100	-999	0.7
2015	10	27	5.2	18	619	19	84	0.8	68	100	-999	0.5
2015	10	28	11.4	12.7	118	11.5	99	1.5	98	100	-999	0.1
2015	10	29	7.8	10.2	285	0.5	100	1.3	100	100	-999	0.4
2015	10	30	4.9	10.9	300	0	96.5	1.2	93	100	-999	0.3
2015	10	31	5	16.5	713	0	89	0.8	78	100	-999	0.5
2015	11	1	3.3	10.8	560	0.5	100	0.8	100	100	-999	0.2
2015	11	2	6.9	11.6	442	0	96.5	1.2	93	100	-999	0.5
2015	11	3	4.2	9.7	243	1.5	99	1.4	98	100	-999	0.3
2015	11	4	4	18.2	614	0.5	87.5	1.1	75	100	-999	0.5
2015	11	5	6.2	11.6	385	0	100	0.9	100	100	-999	0.2
2015	11	6	9.5	18.6	576	0	91	1.7	82	100	-999	0.4
2015	11	7	10.6	21.4	810	0.5	86	1	72	100	-999	0.6
2015	11	8	7.5	19.8	807	0	82	1.1	64	100	-999	0.5
2015	11	9	10.5	18.6	542	0	86.5	2.3	73	100	-999	0.9
2015	11	10	3.4	14.1	650	0	93	0.7	86	100	-999	0.2
2015	11	11	2.2	7.7	322	0	100	0.6	100	100	-999	0.2
2015	11	12	1.9	7.9	443	0	100	1.5	100	100	-999	0
2015	11	13	5.7	11.3	207	0	97	1.9	94	100	-999	0.2
2015	11	14	3.6	13.5	631	0	80.5	1.5	61	100	-999	0.2
2015	11	15	6.3	15.4	708	0	80	2.5	61	99	-999	0.7
2015	11	16	0.1	15	722	0	83	1.6	66	100	-999	0.1
2015	11	17	9.5	15.1	148	0	86.5	4.1	81	92	-999	0.7
2015	11	18	11.3	16.2	670	0	80	3	62	98	-999	0.7
2015	11	19	9.5	15.7	314	3	88.5	3.6	78	99	-999	0.5
2015	11	20	11.8	15.8	146	11	91.5	4.5	85	98	-999	0.9
2015	11	21	3	6.2	400	1	84.5	3.2	69	100	-999	0.3
2015	11	22	1.2	5.9	401	0.5	87	2.5	74	100	-999	0.3
2015	11	23	-0.6	5.3	412	0	81	1.6	63	99	-999	0.2
2015	11	24	-4.6	2.9	308	2	94.5	2.3	89	100	-999	0
2015	11	25	0.5	8.4	320	4.5	93.5	2.6	87	100	-999	0.1
2015	11	26	2.6	7.6	396	0	85.5	2.7	73	98	-999	0.3
2015	11	27	-1.7	1.6	344	0	99	1.9	98	100	-999	0
2015	11	28	-0.7	8	413	0.5	85	2.4	70	100	-999	0.2
2015	11	29	1.5	9.6	164	0.5	93	4.2	87	99	-999	0.1
2015	11	30	8.1	12.3	357	0	92	4	86	98	-999	0.3
2015	12	1	8.4	11.8	237	0	89.5	2	79	100	-999	0.5
2015	12	2	-0.3	11.5	582	0	87	0.5	74	100	-999	0
2015	12	3	-1.5	6.1	177	0	100	1.5	100	100	-999	0.1
2015	12	4	2.5	8.7	123	0.5	95	1.7	90	100	-999	0
2015	12	5	3.4	10.3	397	0	91.5	1.7	83	100	-999	0
2015	12	6	1.3	13	533	0	92.5	1.6	85	100	-999	0
2015	12	7	6.3	14.6	535	0	88	1.1	76	100	-999	0
2015	12	8	-0.3	11.3	440	3.5	94	0.9	88	100	-999	0
2015	12	9	4.2	10.3	508	0	87.5	1.5	75	100	-999	0
2015	12	10	-1.9	2.9	149	0	100	1.6	100	100	-999	0
2015	12	11	-0.2	7.2	239	0	97	1.9	94	100	-999	0
2015	12	12	5.5	13.4	508	0	83	1.1	66	100	-999	0
2015	12	13	1.6	4.1	211	0	100	0.8	100	100	-999	0.1
2015	12	14	-1.7	5.1	202	0	100	0.7	100	100	-999	0
2015	12	15	0.2	9	211	7.5	100	0.8	100	100	-999	0.1
2015	12	16	6.2	12.8	223	0.5	97	2.3	94	100	-999	0
2015	12	17	5.6	12.8	409	0	94	1.2	88	100	-999	0
2015	12	18	5.6	11.9	220	0	96.5	1.4	93	100	-999	0
2015	12	19	4.4	8.6	118	0	100	0.9	100	100	-999	0
2015	12	20	1.9	14.5	405	4	91.5	2	83	100	-999	0
2015	12	21	8.2	12.3	454	1.5	92.5	2.6	85	100	-999	0
2015	12	22	6.9	11.9	335	0.5	94	2.5	88	100	-999	0.1
2015	12	23	3	10.1	122	1.5	98.5	1.4	97	100	-999	0
2015	12	24	3.8	13	375	0	93.5	1.7	87	100	-999	0
2015	12	25	3.2	13.8	481	0	91.5	1.2	83	100	-999	0
2015	12	26	1.3	9.4	152	0	99.5	1.2	99	100	-999	0.1
2015	12	27	-0.4	6.5	287	0	100	0.8	100	100	-999	0
2015	12	28	-0.2	12.4	535	0	91.5	1.2	83	100	-999	0
2015	12	29	1.2	10	215	0	95.5	0.9	91	100	-999	0.2
2015	12	30	0.4	7.5	127	1	100	1.9	100	100	-999	0.2
2015	12	31	1.3	9.5	201	3	100	1.5	100	100	-999	0
2016	1	1	4	7.5	286	3	99	1.5	98	100	-999	0
2016	1	2	4.1	9.2	202	6	97.5	1.9	95	100	-999	0.1
2016	1	3	3.7	7.3	274	10	94	3.3	88	100	-999	0
2016	1	4	5.2	9.6	408	1	90	3	80	100	-999	0.1
2016	1	5	4.8	8.1	246	0.5	91	2.8	82	100	-999	0.3
2016	1	6	3.6	6.5	197	1	92.5	2.2	85	100	-999	0.1
2016	1	7	4.2	5.4	3	5.5	99	1.3	98	100	-999	0.8
2016	1	8	4	6.8	184	4	97	1.1	94	100	-999	0.1
2016	1	9	4.8	10.7	295	3	97.5	1.7	95	100	-999	0.1
2016	1	10	6.2	8.1	129	9	94	3.1	88	100	-999	0.1
2016	1	11	5.7	10.8	376	6	84.5	4.3	69	100	-999	0.6
2016	1	12	4	9.1	387	1	86.5	4	76	97	-999	0.4
2016	1	13	2.9	6.6	425	0	85	2.8	70	100	-999	0.4
2016	1	14	-2.1	5.3	381	0.5	92	1.9	84	100	-999	0
2016	1	15	0.5	3.7	288	0	83	3	73	93	-999	0.4
2016	1	16	0.8	4	313	0	89	3.3	79	99	-999	0.4
2016	1	17	-2	4.4	387	0	87.5	1.4	75	100	-999	0.2
2016	1	18	-5.6	-0.8	232	0.5	91.5	1	83	100	-999	0.1
2016	1	19	-2	1.8	140	2.5	100	0.8	100	100	-999	0
2016	1	20	0.9	2.1	133	0	99.5	2	99	100	-999	0
2016	1	21	-3.3	3.1	668	0	90	1.7	80	100	-999	0
2016	1	22	-3.3	5.5	220	2.5	100	1.5	100	100	-999	0.2
2016	1	23	1.8	11.4	580	0	84	1.2	68	100	-999	0.1
2016	1	24	-1.8	6.2	350	0	100	0.8	100	100	-999	0.1
2016	1	25	-1.5	10.7	707	0	92	1.1	84	100	-999	0
2016	1	26	-0.7	11.2	424	0	95	1.3	90	100	-999	0.1
2016	1	27	0.7	8.3	207	0	99.5	2.7	99	100	-999	0
2016	1	28	7	10.9	250	3	95	1.7	90	100	-999	0.4
2016	1	29	4.3	10.7	575	0	84	1.4	68	100	-999	0.3
2016	1	30	1.5	9.2	291	13.5	88.5	3.9	77	100	-999	0.2
2016	1	31	6	13.1	184	5	96.5	2.5	93	100	-999	0.1
2016	2	1	10.3	11.2	224	0	92	2.5	84	100	-999	0.5
2016	2	2	9.3	11.9	271	3.5	90	3.2	81	99	-999	0.7
2016	2	3	3.1	8	493	1.5	82.5	2.7	65	100	-999	0.4
2016	2	4	2.6	6.6	212	1	94.5	2.8	89	100	-999	0.2
2016	2	5	5.5	11.9	503	0	90	1.4	80	100	-999	0.5
2016	2	6	1.4	14.4	817	0.5	79	5.3	58	100	-999	0.8
2016	2	7	5.6	9.8	293	6	80.5	4.4	62	99	-999	0.8
2016	2	8	4.1	12.1	292	6	82	5.4	67	97	-999	1.1
2016	2	9	7.4	12	195	11.5	82.5	5.6	65	100	-999	1.5
2016	2	10	2.9	7.4	660	0	79.5	3.4	59	100	-999	1
2016	2	11	-1.9	6	591	0	87.5	1.2	75	100	-999	0.2
2016	2	12	-0.1	6.8	182	10	97.5	2.4	95	100	-999	0.1
2016	2	13	5.3	10	427	7	89.5	4.6	79	100	-999	0.7
2016	2	14	5.3	7.9	294	6.5	91.5	1.9	83	100	-999	0.5
2016	2	15	1.1	3.5	244	0	91	3.8	84	98	-999	0.4
2016	2	16	-0.5	4.7	631	0	86.5	4.4	78	95	-999	0.7
2016	2	17	1.2	2	141	0	93.5	2.1	88	99	-999	0.2
2016	2	18	-3.3	4	440	0	92.5	0.8	85	100	-999	0.2
2016	2	19	1.4	8.1	873	0	73.5	2.1	50	97	-999	0.8
2016	2	20	1.5	10.2	224	1.5	92	4.4	85	99	-999	0.5
2016	2	21	9.1	14.7	630	0	86	3.1	72	100	-999	1.3
2016	2	22	1.3	13.3	807	0	86	2.2	72	100	-999	0.5
2016	2	23	4.2	10.3	325	1.5	91.5	2.8	83	100	-999	0.8
2016	2	24	-3.4	4.9	612	9	92	1.2	84	100	-999	0.3
2016	2	25	1.6	7.3	850	0	79.5	2.5	59	100	-999	0.9
2016	2	26	-0.9	6.2	1100	0	73	1.6	50	96	-999	0.8
2016	2	27	-2.3	9.9	1062	0	75	3.2	52	98	-999	1
2016	2	28	1.8	7.5	775	0	77.5	3.9	70	85	-999	1.3
2016	2	29	2	6.2	307	0	78	4.5	69	87	-999	1.2
2016	3	1	-3.5	7.8	996	0.5	74.5	2.4	50	99	-999	0.8
2016	3	2	3.7	10	590	7	84.5	3.6	69	100	-999	1.2
2016	3	3	0.8	8.1	793	0.5	86	3.4	72	100	-999	1
2016	3	4	-0.6	8.4	349	10.5	87.5	3.7	75	100	-999	0.3
2016	3	5	2.3	8.4	783	6	82.5	2.4	65	100	-999	0.9
2016	3	6	0	6.6	695	0	87	2.1	74	100	-999	0.8
2016	3	7	-0.5	3.8	379	5.5	95.5	2.1	91	100	-999	0.5
2016	3	8	-0.2	5.9	679	0	82	1.8	64	100	-999	0.8
2016	3	9	-3.4	5.3	647	2	82	2.7	64	100	-999	0.6
2016	3	10	1.6	11.1	1171	0	82.5	2.1	65	100	-999	1.2
2016	3	11	0.2	11.1	1507	0	77	2.9	57	97	-999	1.5
2016	3	12	-0.5	11	1275	0	75.5	2.5	52	99	-999	1.4
2016	3	13	0.3	9	624	0	80.5	3.4	67	94	-999	1.1
2016	3	14	1.1	11.2	1587	0	74.5	2.8	53	96	-999	1.7
2016	3	15	-1.6	11.8	1421	0.5	70	2.3	43	97	-999	1.5
2016	3	16	2.3	5.6	428	0.5	79	3.4	62	96	-999	1.1
2016	3	17	-1.3	13.4	1682	0	71.5	1.2	46	97	-999	1.6
2016	3	18	-1.2	15.2	1692	0	67.5	1.3	37	98	-999	1.7
2016	3	19	0.2	15.1	1698	0	69	2.5	43	95	-999	2
2016	3	20	1.2	13.3	1494	0	80	2.3	60	100	-999	1.8
2016	3	21	0.9	12.3	1565	0	73.5	3.5	51	96	-999	2.1
2016	3	22	0.6	12.4	1764	0	67	4	46	88	-999	2.5
2016	3	23	0.6	9.2	232	0	82.5	1.6	74	91	-999	0.6
2016	3	24	1.7	12.6	1711	0	62.5	3.6	40	85	-999	2.5
2016	3	25	4.2	9.9	543	1	86.5	2.6	77	96	-999	0.9
2016	3	26	6.8	16.2	1524	1.5	75.5	1.5	52	99	-999	2.1
2016	3	27	4.8	12.1	1028	1	77.5	3.2	62	93	-999	1.7
2016	3	28	3.2	16.7	1045	0.5	70.5	4.6	46	95	-999	2.3
2016	3	29	5.6	15.5	1076	1.5	70	2.5	49	91	-999	2.1
2016	3	30	7.9	17.2	963	2	84.5	1.2	72	97	-999	1.5
2016	3	31	5.3	16.6	819	6	78.5	1.7	59	98	-999	1.5
2016	4	1	4.7	8.1	433	0	87.5	2	82	93	-999	0.8
2016	4	2	6.8	10	384	1	92.5	1.1	88	97	-999	0.6
2016	4	3	8.1	14.5	387	7	95	1	91	99	-999	0.6
2016	4	4	7	15.2	908	7	84	1.4	69	99	-999	1.4
2016	4	5	9.7	12.6	391	9.5	93.5	1.2	87	100	-999	0.7
2016	4	6	4.7	16.4	1806	0	72.5	1.8	46	99	-999	2.4
2016	4	7	7.3	12.5	1277	0	72	1.7	50	94	-999	2.2
2016	4	8	0.4	11.8	1506	0	72	2.1	51	93	-999	1.9
2016	4	9	2.7	14.9	1875	0	65	1.5	38	92	-999	2.5
2016	4	10	2.9	18.7	2200	0	65.5	1.7	36	95	-999	3
2016	4	11	7.4	16.7	1137	1	71	2.2	46	96	-999	2.4
2016	4	12	5.3	18.5	1627	17.5	73.5	1.5	49	98	-999	2.4
2016	4	13	7.9	16.2	1352	13	82.5	1.4	66	99	-999	2
2016	4	14	8	16.8	1644	4	76.5	1.4	55	98	-999	2.4
2016	4	15	9.9	15.4	1051	11.5	84.5	1.9	71	98	-999	1.8
2016	4	16	9.9	17.3	1139	17	84	2.5	70	98	-999	2.1
2016	4	17	6.6	9.3	422	3.5	93	1.4	88	98	-999	0.7
2016	4	18	3.5	12.3	1639	0.5	73.5	1.6	49	98	-999	2.3
2016	4	19	-0.1	16.6	2488	0	65.5	1.9	36	95	-999	3.1
2016	4	20	4.2	20.1	2358	0	64.5	2.3	38	91	-999	3.6
2016	4	21	7.6	20.1	1550	0	69.5	1.1	51	88	-999	2.6
2016	4	22	11.3	21.4	1494	9.5	72.5	1.8	48	97	-999	3.1
2016	4	23	7	13.2	566	2.5	91	2.6	84	98	-999	1.2
2016	4	24	2.1	10.2	1909	0	71	3	51	91	-999	2.6
2016	4	25	-0.7	8.5	804	0.5	79.5	2	63	96	-999	1.2
2016	4	26	4.4	11	980	0.5	76.5	3.1	59	94	-999	2
2016	4	27	-1.2	11.8	1849	0	66.5	1.6	37	96	-999	2.4
2016	4	28	-0.1	12.1	1430	0	69	0.9	42	96	-999	1.9
2016	4	29	-1.1	15.2	2365	0	67	1.1	38	96	-999	2.9
2016	4	30	2.7	11.7	738	17	80.5	1.9	65	96	-999	1.3
2016	5	1	5.4	9.7	444	0.5	82.5	4.4	73	92	-999	1.3
2016	5	2	4.4	18.9	2466	0	67.5	2.4	42	93	-999	3.8
2016	5	3	4.1	15.1	1437	0	71.5	1.9	48	95	-999	2.4
2016	5	4	2.2	17.5	2701	0	61.5	1.9	32	91	-999	3.8
2016	5	5	3.2	20.1	2759	0	61	2	32	90	-999	4.2
2016	5	6	3.3	23.2	2710	0	61	2.1	27	95	-999	4.4
2016	5	7	6.2	24.8	2365	0	63.5	0.7	31	96	-999	3.8
2016	5	8	9.3	23.7	2365	1	66	1.1	37	95	-999	4
2016	5	9	12.8	18.1	602	16.5	87.5	0.9	77	98	-999	1.3
2016	5	10	13.6	22.5	1614	12	80.5	1.7	62	99	-999	3.2
2016	5	11	11.5	17	709	7	93.5	0.8	88	99	-999	1.3
2016	5	12	12.3	14.5	580	5.5	93.5	1.8	88	99	-999	1.1
2016	5	13	12.2	21.4	1349	14.5	85	1.3	72	98	-999	2.7
2016	5	14	10.1	14.4	638	0	87.5	2	80	95	-999	1.6
2016	5	15	3.4	12.5	1913	0	74	1.8	52	96	-999	2.8
2016	5	16	4.1	15.1	954	0	77.5	0.9	59	96	-999	1.6
2016	5	17	6	19.4	1779	0	72.5	0.8	48	97	-999	2.8
2016	5	18	5.1	20.1	1989	7.5	72	1.7	47	97	-999	3.2
2016	5	19	9.3	14.3	1405	2	83.5	1.8	71	96	-999	2.4
2016	5	20	6	18.5	1498	0	82.5	1.1	67	98	-999	2.4
2016	5	21	6.6	24.7	2590	0	74.5	1.1	51	98	-999	4.1
2016	5	22	10.7	17.7	669	10	80	2.4	65	95	-999	1.8
2016	5	23	8.8	13.6	901	1.5	87.5	2.1	80	95	-999	1.7
2016	5	24	6.5	15.4	1169	0	82.5	1.4	69	96	-999	1.9
2016	5	25	6.5	19.5	2141	0	76	1.1	56	96	-999	3.3
2016	5	26	8.1	24.2	2642	1	71	1.1	45	97	-999	4.3
2016	5	27	12	26.2	2465	6.5	74.5	1.1	53	96	-999	4.5
2016	5	28	14	25	1919	21.5	78.5	1.2	60	97	-999	3.7
2016	5	29	12.4	19.9	1303	7	86	1.7	76	96	-999	2.5
2016	5	30	13.4	15.1	557	24.5	92.5	2.7	89	96	-999	1.3
2016	5	31	12.1	15.1	847	1.5	90.5	3	85	96	-999	1.8
2016	6	1	11.7	20.6	1507	6	77	1	58	96	-999	2.9
2016	6	2	10.6	15.6	518	7.5	94	1.3	92	96	-999	0.8
2016	6	3	12.9	16.5	621	1	91	1.1	85	97	-999	1.3
2016	6	4	10	21.2	1335	0.5	84	0.9	71	97	-999	2.4
2016	6	5	13.8	23.2	1833	0	79.5	0.9	63	96	-999	3.5
2016	6	6	12.8	26.6	2850	0	69	1	42	96	-999	5.2
2016	6	7	12.6	26	1810	1	75	1	53	97	-999	3.5
2016	6	8	13.6	23.5	1697	0.5	82.5	1.6	68	97	-999	3.4
2016	6	9	13.6	24.2	2725	0	71.5	1.9	48	95	-999	5.2
2016	6	10	12	24.9	2308	1.5	68.5	1.1	43	94	-999	4.3
2016	6	11	13.7	20.9	1399	8	79.5	1.9	63	96	-999	2.9
2016	6	12	14.3	20.2	865	5	83.5	1.8	71	96	-999	2.2
2016	6	13	14.6	19.2	948	8	87.5	1.5	79	96	-999	2.1
2016	6	14	13.2	19.5	1178	7.5	80	1.9	64	96	-999	2.6
2016	6	15	12.2	21.2	2081	4	75.5	1.9	55	96	-999	4
2016	6	16	11.2	22	1982	2.5	73.5	1.4	50	97	-999	3.7
2016	6	17	11.9	22.5	2252	0.5	65.5	2.3	37	94	-999	4.6
2016	6	18	11.3	20.1	1575	2	78	1.6	61	95	-999	3
2016	6	19	12.1	20.7	1815	0	74	2	54	94	-999	3.7
2016	6	20	6.9	21.9	1989	7	75	1.4	54	96	-999	3.3
2016	6	21	14.9	24.4	1090	0	82.5	1.9	69	96	-999	2.6
2016	6	22	14.2	30.8	2915	0.5	72.5	0.9	48	97	-999	5.7
2016	6	23	16.1	33.3	2974	0	65.5	1.7	34	97	-999	6.6
2016	6	24	16.8	31.5	2206	26	69	1.6	43	95	-999	5.1
2016	6	25	17.5	22.7	2085	0	74.5	1.9	53	96	-999	4.4
2016	6	26	12.9	23.7	2049	0	65.5	1.5	37	94	-999	4.3
2016	6	27	9.2	24.3	1939	0	69	1	42	96	-999	3.6
2016	6	28	11.8	25	1774	0	75	1.4	54	96	-999	3.6
2016	6	29	15.3	26.6	2694	1	68	1.7	44	92	-999	5.5
2016	6	30	17.2	26.5	2566	0	67.5	1.7	41	94	-999	5.5
2016	7	1	13.6	28.4	2406	0	69	1.9	44	94	-999	5.1
2016	7	2	15.9	21.6	1298	0	67.5	1.9	42	93	-999	3.5
2016	7	3	7.9	23.8	2628	0	67	1.5	39	95	-999	4.6
2016	7	4	11.9	25.7	1660	0	72.5	0.9	51	94	-999	3.4
2016	7	5	12.3	28.4	2728	0	67.5	1.6	40	95	-999	5.4
2016	7	6	12.8	26.6	2599	0	63	1.4	34	92	-999	5.2
2016	7	7	10	28.5	2865	0	59	1.2	26	92	-999	5.4
2016	7	8	12.6	31.9	2713	0	57.5	1.6	23	92	-999	5.8
2016	7	9	14.4	31	2764	0	62.5	1.3	34	91	-999	5.8
2016	7	10	15.1	33.7	2831	0	61	1.7	31	91	-999	6.4
2016	7	11	16.7	24.6	1001	0	71.5	1.4	54	89	-999	2.7
2016	7	12	16.8	24.1	1646	3.5	66.5	2.3	39	94	-999	4.2
2016	7	13	13.6	21.3	1768	0	67	2.6	39	95	-999	4.1
2016	7	14	9.4	18.7	1528	4.5	73	1.3	51	95	-999	2.8
2016	7	15	8.7	22.4	2296	0	63.5	1.9	33	94	-999	4.4
2016	7	16	7.7	26.7	2861	0	63	1.9	34	92	-999	5.2
2016	7	17	12.9	31.2	2866	0	59.5	1.6	32	87	-999	5.9
2016	7	18	15.6	32.9	2828	0	60.5	1.5	31	90	-999	6.2
2016	7	19	16.2	34.5	2861	0	56	1.4	22	90	-999	6.4
2016	7	20	15.1	34.2	2278	0	57	2.4	22	92	-999	6
2016	7	21	19	30	1861	0	69	1.7	49	89	-999	4.6
2016	7	22	17.1	22.3	489	38.5	86	1.4	76	96	-999	1.3
2016	7	23	17.4	26.3	1771	0.5	75.5	2.3	55	96	-999	4.1
2016	7	24	18.4	27.2	1910	0	72	2.1	50	94	-999	4.6
2016	7	25	14.8	29.8	2335	0	64.5	1.6	36	93	-999	5.1
2016	7	26	15.4	28.7	2363	0	67.5	2.5	44	91	-999	5.4
2016	7	27	13.1	27.3	2254	0	64	1.6	38	90	-999	4.7
2016	7	28	13.4	26.9	1362	0	70	1.7	49	91	-999	3.3
2016	7	29	14.3	28.8	2351	0	67.5	1.9	42	93	-999	5
2016	7	30	14.5	28.5	2267	1	73.5	2	54	93	-999	4.7
2016	7	31	18.2	23.8	826	0	71.5	1.5	52	91	-999	2.6
2016	8	1	12.4	25	1657	0	68	0.9	44	92	-999	3.3
2016	8	2	15	25.2	1205	0	63.5	1.8	41	86	-999	3.2
2016	8	3	14.3	29.9	2667	0	60	2.1	28	92	-999	5.7
2016	8	4	14.3	24.1	671	20.5	77	1.4	59	95	-999	2.1
2016	8	5	14.2	23	2230	0.5	69	2.6	42	96	-999	4.5
2016	8	6	10.7	25	2056	0	68	1.8	41	95	-999	4
2016	8	7	11.8	27.9	2620	0	62	1.9	34	90	-999	5.1
2016	8	8	12.3	29.5	2294	0	68	2.2	41	95	-999	4.8
2016	8	9	15.1	22.7	1590	0	60	2.2	34	86	-999	3.9
2016	8	10	9.2	20.3	1475	0	63	2.4	40	86	-999	3.3
2016	8	11	8.4	21.9	2324	0	60.5	1.6	32	89	-999	4
2016	8	12	13.1	27.1	2463	0	61.5	1.2	39	84	-999	4.6
2016	8	13	12.6	30.3	2477	0	63.5	1.1	37	90	-999	4.8
2016	8	14	14	31.5	2450	0	61.5	1.5	33	90	-999	5.1
2016	8	15	16.7	31.1	2045	0	53.5	1.3	27	80	-999	4.7
2016	8	16	16.2	31.7	2408	0	60	1.4	32	88	-999	5.2
2016	8	17	14.2	32.6	2246	3	57	1.7	24	90	-999	5
2016	8	18	15	24	801	3	82.5	2	69	96	-999	2.1
2016	8	19	10.5	25.7	1881	0	71	1.4	45	97	-999	3.3
2016	8	20	14.8	18.7	605	8.5	90	2	85	95	-999	1.4
2016	8	21	10.7	21.9	1897	0	68.5	2.2	41	96	-999	3.5
2016	8	22	9.5	25	2327	0	70	1.2	46	94	-999	3.8
2016	8	23	15.4	30.4	2345	0	62	2	39	85	-999	5
2016	8	24	14.9	32.5	2329	0	65	1.3	37	93	-999	4.8
2016	8	25	14.1	33.8	2296	0	64	1.9	35	93	-999	5
2016	8	26	14.8	35.2	2276	0	60.5	1.1	27	94	-999	4.8
2016	8	27	16.7	33.4	2144	0	61.5	1.9	35	88	-999	5
2016	8	28	17.3	31.5	1635	0	61.5	2.5	40	83	-999	4.5
2016	8	29	18.4	25.2	1804	0	61	2.6	37	85	-999	4.5
2016	8	30	14	27.7	2070	0	64	2.7	39	89	-999	4.5
2016	8	31	14.9	30	1864	0	62	1.6	39	85	-999	4.1
2016	9	1	14.3	29.3	2074	0	56	1.5	30	82	-999	4.2
2016	9	2	14.2	29.4	1992	0	58.5	1.3	34	83	-999	4
2016	9	3	13.9	30.3	1841	0	61	1.3	34	88	-999	3.9
2016	9	4	13.2	25.3	545	12.5	66.5	1.3	39	94	-999	1.9
2016	9	5	16.3	19.3	607	3.5	92	1	88	96	-999	1.3
2016	9	6	16.6	24.8	2116	0	70.5	2.5	46	95	-999	4.2
2016	9	7	13.5	26.9	2058	0	68.5	1.4	45	92	-999	3.7
2016	9	8	13.7	30.1	1973	0	67	3.1	39	95	-999	4.5
2016	9	9	17.9	27.1	1815	0	55.5	2.3	33	78	-999	4.4
2016	9	10	12.9	29	1884	0	60	1	34	86	-999	3.5
2016	9	11	15.2	29.2	1537	0	59.5	1.1	35	84	-999	3.3
2016	9	12	15.9	31	1435	0	62	1.5	38	86	-999	3.4
2016	9	13	15.4	32.1	1696	0	58.5	2	30	87	-999	4
2016	9	14	16.3	29.6	1619	2	63	1.5	39	87	-999	3.5
2016	9	15	15.8	20.8	753	2.5	83.5	1.4	70	97	-999	1.7
2016	9	16	14	20.2	919	8.5	81	1.7	63	99	-999	1.9
2016	9	17	12.4	15.1	269	2.5	89.5	2.3	83	96	-999	0.6
2016	9	18	13.2	17	313	14	90	3.7	86	94	-999	0.9
2016	9	19	12.5	19.3	739	0	81.5	2	70	93	-999	1.6
2016	9	20	12.1	18.5	812	0	73.5	1.8	55	92	-999	1.8
2016	9	21	10.4	20.5	1709	0	69	2	45	93	-999	2.6
2016	9	22	7.6	21	1599	0	70	1.1	47	93	-999	2.2
2016	9	23	7.7	22.2	1636	0	69	1	42	96	-999	2.2
2016	9	24	7.8	23.3	1686	0	71.5	1.3	49	94	-999	2.3
2016	9	25	9.1	25.6	1537	0	67.5	2.8	40	95	-999	2.7
2016	9	26	12.9	19.9	987	0	68	2.8	49	87	-999	2.5
2016	9	27	10.4	22.7	1525	0	66.5	1.4	48	85	-999	2.4
2016	9	28	7.1	23.9	1543	0	69.5	1.3	46	93	-999	2.1
2016	9	29	7.4	26	1580	0	67	2.2	39	95	-999	2.5
2016	9	30	13.7	23.3	977	6	69.5	2.6	50	89	-999	2.3
2016	10	1	15	17.6	465	8.5	91.5	2.8	87	96	-999	1.2
2016	10	2	10.6	17.8	1442	0	69.5	2.2	44	95	-999	2.2
2016	10	3	4.1	17.8	1474	0	73	1.7	50	96	-999	1.6
2016	10	4	7.2	18.1	1532	0	72	2.9	50	94	-999	2
2016	10	5	8.7	16.5	1511	0	69	3.1	50	88	-999	2.3
2016	10	6	4	15.5	1396	0	68.5	3.6	50	87	-999	2
2016	10	7	4.2	15.8	1153	0	76	1.8	59	93	-999	1.3
