year	month	day	tmin	tmean	tmax	radiation	rain	UM	wind	UN	UX	CO2	ETP
2018	11	19	3.4	7.85	12.3	523	0	83	1.6	65	96	-999	0.5
2018	11	20	6.6	9.75	12.9	465	1.5	88	2.1	66	98	-999	0.7
2018	11	21	3.3	7.75	12.2	384	11	93	1.4	68	99	-999	0.4
2018	11	22	7.2	8.35	9.5	302	2	86	2.6	70	96	-999	0.8
2018	11	23	5.9	7.75	9.6	383	0	86	2.1	73	97	-999	0.7
2018	11	24	-0.6	4	8.6	623	0	92	0.7	68	99	-999	0.2
2018	11	25	0.5	4.6	8.7	276	4.5	87	2.2	76	98	-999	0.4
2018	11	26	1.4	4.1	6.8	653	0	82	2.1	55	95	-999	0.5
2018	11	27	-1.4	3.25	7.9	358	0.5	83	2	63	96	-999	0.5
2018	11	28	-2.4	3.05	8.5	646	0.5	82	1.7	58	97	-999	0.3
2018	11	29	-2.3	3.1	8.5	755	0	80	1.1	56	96	-999	0.2
2018	11	30	0.9	5.05	9.2	420	0	80	2.9	61	95	-999	0.6
2018	12	1	0.9	3.3	5.7	202	0	88	1.8	74	98	-999	0.5
2018	12	2	-2.6	2.2	7	576	0.5	84	0.9	59	96	-999	0.2
2018	12	3	-0.8	1.75	4.3	419	1	81	2.4	57	96	-999	0.4
2018	12	4	-1.9	3.05	8	782	0	83	1.4	62	96	-999	0.1
2018	12	5	1.1	6.25	11.4	240	0.5	68	4.4	54	79	-999	1
2018	12	6	9.9	12.45	15	346	0.5	83	4.1	67	96	-999	1.1
2018	12	7	9.2	12.1	15	552	0	91	4.3	80	100	-999	0.4
2018	12	8	11.3	14.45	17.6	600	0	84	3.2	67	94	-999	0.8
2018	12	9	4.9	5.7	6.5	263	0	80	2.9	70	90	-999	0.8
2018	12	10	-3.4	1.6	6.6	835	0	79	0.8	48	94	-999	0
2018	12	11	-4.6	3.15	10.9	804	0.5	79	0.5	39	95	-999	0
2018	12	12	-3.1	4.1	11.3	597	0	82	0.8	54	96	-999	0.2
2018	12	13	-4.2	1.1	6.4	744	0	81	0.9	50	98	-999	0
2018	12	14	-5.1	0.25	5.6	817	0.5	74	2.2	38	95	-999	0.2
2018	12	15	-2.9	-1.15	0.6	390	0	73	3.5	60	83	-999	0.7
2018	12	16	-3.1	2.05	7.2	175	0	72	3.5	62	88	-999	1
2018	12	17	2.4	5.05	7.7	146	3.5	81	2.7	62	96	-999	0.8
2018	12	18	-3.9	1.25	6.4	622	0.5	89	1.2	66	98	-999	0
2018	12	19	-2.1	3.85	9.8	385	0	92	1.6	78	97	-999	0.1
2018	12	20	2.7	7.35	12	641	0.5	89	2.7	69	98	-999	0.2
2018	12	21	5.6	9.05	12.5	404	0	86	3	62	98	-999	0.5
2018	12	22	2.4	8.65	14.9	341	0	88	3	71	100	-999	0
2018	12	23	6.1	7.95	9.8	139	18	92	3.2	83	98	-999	0.4
2018	12	24	0.7	2.45	4.2	225	0.5	83	4.3	71	95	-999	0.7
2018	12	25	-0.7	0.05	0.8	173	0	72	4.3	60	90	-999	0.9
2018	12	26	-5.3	-1.5	2.3	774	0	71	1.5	42	92	-999	0.2
2018	12	27	-7.3	-0.6	6.1	678	0	69	3.6	35	92	-999	0.5
2018	12	28	2.2	6.75	11.3	524	0	81	2.4	63	94	-999	0.5
2018	12	29	4.7	7.6	10.5	402	0	87	4.7	78	94	-999	0.5
2018	12	30	7.9	10.35	12.8	417	0	81	5.6	67	93	-999	1
2018	12	31	9.4	11.45	13.5	637	0	84	3.6	69	98	-999	0.8
